idx time_s pre_x pre_y post_x post_y dx dy
0 0.010000000 152 131 152 131 0.000000 0.000000
1 0.020000000 152 131 88 108 -64.000000 -23.000000
2 0.030000000 88 108 68 170 -20.000000 62.000000
3 0.040000000 68 170 43 89 -25.000000 -81.000000
4 0.050000000 43 89 73 177 30.000000 88.000000
5 0.060000000 73 177 70 175 -3.000000 -2.000000
6 0.070000000 70 175 152 136 82.000000 -39.000000
7 0.080000000 152 136 172 109 20.000000 -27.000000
8 0.090000000 172 109 151 136 -21.000000 27.000000
9 0.100000000 151 136 68 178 -83.000000 42.000000
10 0.110000000 68 178 148 107 80.000000 -71.000000
11 0.120000000 148 107 32 91 -116.000000 -16.000000
12 0.130000000 32 91 62 172 30.000000 81.000000
13 0.140000000 62 172 60 177 -2.000000 5.000000
14 0.150000000 60 177 149 107 89.000000 -70.000000
15 0.160000000 149 107 92 158 -57.000000 51.000000
16 0.170000000 92 158 58 178 -34.000000 20.000000
17 0.180000000 58 178 60 176 2.000000 -2.000000
18 0.190000000 60 176 61 179 1.000000 3.000000
19 0.200000000 61 179 59 105 -2.000000 -74.000000
20 0.210000000 59 105 137 134 78.000000 29.000000
21 0.220000000 137 134 137 136 0.000000 2.000000
22 0.230000000 137 136 62 184 -75.000000 48.000000
23 0.240000000 62 184 135 175 73.000000 -9.000000
24 0.250000000 135 175 133 175 -2.000000 0.000000
25 0.260000000 133 175 52 183 -81.000000 8.000000
26 0.270000000 52 183 52 176 0.000000 -7.000000
27 0.280000000 52 176 54 184 2.000000 8.000000
28 0.290000000 54 184 96 125 42.000000 -59.000000
29 0.300000000 96 125 27 88 -69.000000 -37.000000
30 0.310000000 27 88 94 123 67.000000 35.000000
31 0.320000000 94 123 53 174 -41.000000 51.000000
32 0.330000000 53 174 53 172 0.000000 -2.000000
33 0.340000000 53 172 54 175 1.000000 3.000000
34 0.350000000 54 175 54 176 0.000000 1.000000
35 0.360000000 54 176 55 180 1.000000 4.000000
36 0.370000000 55 180 137 136 82.000000 -44.000000
37 0.380000000 137 136 135 132 -2.000000 -4.000000
38 0.390000000 135 132 98 176 -37.000000 44.000000
39 0.400000000 98 176 52 170 -46.000000 -6.000000
40 0.410000000 52 170 96 176 44.000000 6.000000
41 0.420000000 96 176 53 172 -43.000000 -4.000000
42 0.430000000 53 172 52 171 -1.000000 -1.000000
43 0.440000000 52 171 49 141 -3.000000 -30.000000
44 0.450000000 49 141 52 170 3.000000 29.000000
45 0.460000000 52 170 88 157 36.000000 -13.000000
46 0.470000000 88 157 51 166 -37.000000 9.000000
47 0.480000000 51 166 19 82 -32.000000 -84.000000
48 0.490000000 19 82 127 160 108.000000 78.000000
49 0.500000000 127 160 27 92 -100.000000 -68.000000
50 0.510000000 27 92 73 169 46.000000 77.000000
