idx time_s pre_x pre_y post_x post_y dx dy
0 0.010000000 70 166 70 166 0.000000 0.000000
1 0.020000000 70 166 70 176 0.000000 10.000000
2 0.030000000 70 176 150 135 80.000000 -41.000000
3 0.040000000 150 135 72 177 -78.000000 42.000000
4 0.050000000 72 177 71 174 -1.000000 -3.000000
5 0.060000000 71 174 71 170 0.000000 -4.000000
6 0.070000000 71 170 72 181 1.000000 11.000000
7 0.080000000 72 181 150 171 78.000000 -10.000000
8 0.090000000 150 171 152 137 2.000000 -34.000000
9 0.100000000 152 137 41 98 -111.000000 -39.000000
10 0.110000000 41 98 147 137 106.000000 39.000000
11 0.120000000 147 137 143 171 -4.000000 34.000000
12 0.130000000 143 171 118 147 -25.000000 -24.000000
13 0.140000000 118 147 60 178 -58.000000 31.000000
14 0.150000000 60 178 149 106 89.000000 -72.000000
15 0.160000000 149 106 75 113 -74.000000 7.000000
16 0.170000000 75 113 85 91 10.000000 -22.000000
17 0.180000000 85 91 58 172 -27.000000 81.000000
18 0.190000000 58 172 58 142 0.000000 -30.000000
19 0.200000000 58 142 92 117 34.000000 -25.000000
20 0.210000000 92 117 138 136 46.000000 19.000000
21 0.220000000 138 136 76 112 -62.000000 -24.000000
22 0.230000000 76 112 59 183 -17.000000 71.000000
23 0.240000000 59 183 135 177 76.000000 -6.000000
24 0.250000000 135 177 54 186 -81.000000 9.000000
25 0.260000000 54 186 52 177 -2.000000 -9.000000
26 0.270000000 52 177 53 176 1.000000 -1.000000
27 0.280000000 53 176 53 183 0.000000 7.000000
28 0.290000000 53 183 93 162 40.000000 -21.000000
29 0.300000000 93 162 54 178 -39.000000 16.000000
30 0.310000000 54 178 52 172 -2.000000 -6.000000
31 0.320000000 52 172 91 123 39.000000 -49.000000
32 0.330000000 91 123 159 157 68.000000 34.000000
33 0.340000000 159 157 89 159 -70.000000 2.000000
34 0.350000000 89 159 53 176 -36.000000 17.000000
35 0.360000000 53 176 57 181 4.000000 5.000000
36 0.370000000 57 181 27 97 -30.000000 -84.000000
37 0.380000000 27 97 134 132 107.000000 35.000000
38 0.390000000 134 132 77 111 -57.000000 -21.000000
39 0.400000000 77 111 25 97 -52.000000 -14.000000
40 0.410000000 25 97 134 136 109.000000 39.000000
41 0.420000000 134 136 52 175 -82.000000 39.000000
42 0.430000000 52 175 87 152 35.000000 -23.000000
43 0.440000000 87 152 49 139 -38.000000 -13.000000
44 0.450000000 49 139 54 170 5.000000 31.000000
45 0.460000000 54 170 54 176 0.000000 6.000000
46 0.470000000 54 176 51 166 -3.000000 -10.000000
47 0.480000000 51 166 142 96 91.000000 -70.000000
48 0.490000000 142 96 126 161 -16.000000 65.000000
49 0.500000000 126 161 42 170 -84.000000 9.000000
50 0.510000000 42 170 73 169 31.000000 -1.000000
