idx time_s pre_x pre_y post_x post_y dx dy
0 0.010000000 153 130 153 130 0.000000 0.000000
1 0.020000000 153 130 88 108 -65.000000 -22.000000
2 0.030000000 88 108 68 170 -20.000000 62.000000
3 0.040000000 68 170 177 88 109.000000 -82.000000
4 0.050000000 177 88 72 177 -105.000000 89.000000
5 0.060000000 72 177 70 175 -2.000000 -2.000000
6 0.070000000 70 175 111 121 41.000000 -54.000000
7 0.080000000 111 121 172 107 61.000000 -14.000000
8 0.090000000 172 107 150 136 -22.000000 29.000000
9 0.100000000 150 136 67 178 -83.000000 42.000000
10 0.110000000 67 178 147 107 80.000000 -71.000000
11 0.120000000 147 107 166 90 19.000000 -17.000000
12 0.130000000 166 90 62 171 -104.000000 81.000000
13 0.140000000 62 171 60 177 -2.000000 6.000000
14 0.150000000 60 177 149 107 89.000000 -70.000000
15 0.160000000 149 107 162 157 13.000000 50.000000
16 0.170000000 162 157 58 178 -104.000000 21.000000
17 0.180000000 58 178 60 176 2.000000 -2.000000
18 0.190000000 60 176 61 178 1.000000 2.000000
19 0.200000000 61 178 59 105 -2.000000 -73.000000
20 0.210000000 59 105 178 117 119.000000 12.000000
21 0.220000000 178 117 137 136 -41.000000 19.000000
22 0.230000000 137 136 62 184 -75.000000 48.000000
23 0.240000000 62 184 136 174 74.000000 -10.000000
24 0.250000000 136 174 134 174 -2.000000 0.000000
25 0.260000000 134 174 52 183 -82.000000 9.000000
26 0.270000000 52 183 52 176 0.000000 -7.000000
27 0.280000000 52 176 54 184 2.000000 8.000000
28 0.290000000 54 184 96 124 42.000000 -60.000000
29 0.300000000 96 124 27 88 -69.000000 -36.000000
30 0.310000000 27 88 94 123 67.000000 35.000000
31 0.320000000 94 123 51 175 -43.000000 52.000000
32 0.330000000 51 175 53 172 2.000000 -3.000000
33 0.340000000 53 172 95 177 42.000000 5.000000
34 0.350000000 95 177 54 176 -41.000000 -1.000000
35 0.360000000 54 176 56 179 2.000000 3.000000
36 0.370000000 56 179 137 136 81.000000 -43.000000
37 0.380000000 137 136 135 132 -2.000000 -4.000000
38 0.390000000 135 132 99 176 -36.000000 44.000000
39 0.400000000 99 176 52 170 -47.000000 -6.000000
40 0.410000000 52 170 52 177 0.000000 7.000000
41 0.420000000 52 177 52 172 0.000000 -5.000000
42 0.430000000 52 172 52 171 0.000000 -1.000000
43 0.440000000 52 171 49 141 -3.000000 -30.000000
44 0.450000000 49 141 52 170 3.000000 29.000000
45 0.460000000 52 170 57 153 5.000000 -17.000000
46 0.470000000 57 153 51 166 -6.000000 13.000000
47 0.480000000 51 166 20 82 -31.000000 -84.000000
48 0.490000000 20 82 127 160 107.000000 78.000000
49 0.500000000 127 160 14 89 -113.000000 -71.000000
50 0.510000000 14 89 73 169 59.000000 80.000000
